product_id,title,url,images,price,area,toilet,location,description,published
42824448,"Cực hiếm - chính chủ cho thuê shophouse TSQ Galaxy Vạn Phúc, phù hợp đa dạng mô hình KD",https://batdongsan.com.vn/cho-thue-shophouse-nha-pho-thuong-mai-duong-to-huu-phuong-van-phuc-1-prj-tsq-galaxy/cuc-hiem-chinh-chu-cho-mat-phu-hop-da-dang-mo-hinh-kinh-doanh-pr42824448,"['https://file4.batdongsan.com.vn/crop/562x284/2025/04/25/20250425103337-886e_wm.jpg', 'https://file4.batdongsan.com.vn/crop/283x141/2025/04/25/20250425103310-f2c8_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2025/04/25/20250425103309-18c7_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2025/04/25/20250425103309-a45c_wm.jpg']",180 triệu/tháng,180 m²,,"Hà Đông, Hà Nội","Thông tin chi tiết: - Diện tích sử dụng cực rộng: 180m²/sàn, tổng 5 tầng và 1 tum - Mặt tiền rộng 11m, đỗ được tới 6 ô tô. Có khu vực gửi xe riêng cho khách hàng và nhân viên - Nội thất đã hoàn thiện: Trần thạch cao, điều hòa âm trần, thiết bị vệ sinh cao cấp, hệ thống chiếu sáng đầy đủ - Vị trí vàng mặt đường Tố Hữu, trung tâm phát triển mạnh mẽ của quận Hà Đông. Giao thông thuận tiện, xung quanh là các tiện ích cao cấp: gần ngân hàng lớn, Trườn...",Đăng 1 tuần trước
42813406,Free tới 17 tháng tiền thuê cho văn phòng và giảm 50% giá 9 tháng cho TTTM tại tòa BRG 16 Láng Hạ,https://batdongsan.com.vn/cho-thue-shophouse-nha-pho-thuong-mai-pho-lang-ha-phuong-thanh-cong-prj-diamond-park-plaza/free-toi-17-thang-tien-cho-van-phong-va-giam-50-gia-nam-dau-cho-tttm-tai-toa-brg-16-ha-pr42813406,"['https://file4.batdongsan.com.vn/crop/348x174/2025/04/24/20250424092652-cd57_wm.jpg', 'https://file4.batdongsan.com.vn/crop/115x86/2025/04/24/20250424092652-0440_wm.jpg', 'https://file4.batdongsan.com.vn/crop/115x86/2025/04/24/20250424092652-e07f_wm.jpg', 'https://file4.batdongsan.com.vn/crop/115x86/2025/04/24/20250424092652-bc60_wm.jpg']",875 nghìn/m²,116 m²,,"Ba Đình, Hà Nội","Siêu ưu đãi văn phòng & sàn thương mại hạng A trung tâm Ba Đình Hà Nội. BRG Diamond Park Plaza 16 Láng Hạ, Ba Đình. Miễn phí lên tới 17 tháng duy nhất tẠI BRG Diamond Park Plaza. Miễn phí thi công từ 2 6 tháng. Miễn phí tiền thuê từ 4 11 tháng. ---------------------------------------------------- Cho thuê sàn thương mại (tầng 1 4). Diện tích linh hoạt: Tầng 1: 116m². Tầng 2 có 22m², 97m², 656,2m². Tầng 3 có 22,2m² và 907m². Tầng 4 có 2 lô 420,4m...",Đăng 1 tuần trước
42874053,Cho thuê Shophouse lô góc mặt đường Lương Thế Vinh kinh doanh lâu dài tại dự án Vinhomes Greenbay,https://batdongsan.com.vn/cho-thue-shophouse-nha-pho-thuong-mai-duong-dai-lo-thang-long-phuong-me-tri-prj-vinhomes-green-bay-me-tri/cho-goc-mat-luong-the-vinh-kinh-doanh-lau-tai-du-an-greenbay-pr42874053,"['https://file4.batdongsan.com.vn/crop/232x186/2025/05/03/20250503163246-3a63_wm.jpg', 'https://file4.batdongsan.com.vn/crop/115x64/2025/05/03/20250503163247-9756_wm.jpg', 'https://file4.batdongsan.com.vn/crop/115x64/2025/05/03/20250503164041-9b1c_wm.jpg']",90 triệu/tháng,"139,5 m²",,"Nam Từ Liêm, Hà Nội","Chủ nhà cần cho thuê căn Shophouse ML6 lô góc ngay mặt đường to Lương Thế Vinh - 2 mặt tiền thuận tiện kinh doanh làm văn phòng công ty: rộng 9,5m² *2 mặt - Diện tích mặt sàn: 139,5m² - Xây dựng: 3 tầng 1 tum - Để xe miễn phí rộng rãi trước biệt thự gồm cả 2 mặt tiền. - Vỉa hè: 6m - Giá 90tr/ tháng (có thương lượng) - Ưu tiên các doanh nghiệp công ty thuê lâu dài. LH:",Đăng hôm qua
42011243,"Cho thuê nhà mặt phố shophouse trục chính khu ĐT Tân Tây Đô, Đan Phượng cổng KĐT Sunshine Grand Cap",https://batdongsan.com.vn/cho-thue-shophouse-nha-pho-thuong-mai-duong-quoc-lo-32-xa-tan-lap-24-prj-khu-do-thi-moi-tan-tay-do/cho-mat-truc-chinh-dt-dan-phuong-cong-kdt-sunshine-grand-cap-pr42011243,"['https://file4.batdongsan.com.vn/crop/232x186/2025/04/18/20250418102352-46fa_wm.jpg', 'https://file4.batdongsan.com.vn/crop/115x64/2025/04/15/20250415191017-6b1a_wm.jpg', 'https://file4.batdongsan.com.vn/crop/115x64/2025/04/15/20250415190929-c9c8_wm.jpg']",25 triệu/tháng,80 m²,8,"Đan Phượng, Hà Nội","Cho thuê nhà mặt phố shophouse trục chính Khu ĐT Tân Tây Đô, Đan Phượng cổng KĐT Sunshine Grand Capital.Tôi chính chủ cho thuê nhà mặt phố Shophouse trục chính Khu ĐT Tân Tây Đô, Đan Phượng cổng KĐT Sunshine Grand Capital. Thông tin: - Diện tích: 80m² x 4.5 tầng = 360m², full kính. - Hướng Đông Nam mát mẻ tài lộc. - Có hố chờ lắp thang máy, hoàn thiện đẹp đẽ. - Đường trước mặt 29m, đỗ xe thoải mái. - Cho thuê Làm Ngân Hàng, Văn Phòng, Công Ty, Ki...",Đăng hôm qua
42868914,Cho thuê nhà 5 tầng từ 75m2-99m2-160m2-200m2 giá từ 30tr/tháng,https://batdongsan.com.vn/cho-thue-shophouse-nha-pho-thuong-mai-duong-nghiem-xuan-yem-phuong-dai-kim-prj-the-manor-central-park/cho-5-tang-tu-75m2-99m2-160m2-200m2-gia-tu-30tr-thang-pr42868914,"['https://file4.batdongsan.com.vn/crop/232x186/2025/05/02/20250502163724-6077_wm.jpg', 'https://file4.batdongsan.com.vn/crop/115x64/2025/05/02/20250502163724-ec0c_wm.jpg', 'https://file4.batdongsan.com.vn/crop/115x64/2025/05/02/20250502163724-7d81_wm.jpg']",30 triệu/tháng,75 m²,5,"Hoàng Mai, Hà Nội",Shophouse 75m² từ 30tr/tháng đường nội khu. 99m² từ 40tr/tháng đường nội khu. 160m² biệt thự từ 45tr/tháng có thang máy 200m² biệt thự 55tr/tháng có thang máy.,Đăng 2 ngày trước
42819911,"Cho thuê shophouse 70m2 giá cực chất 10,5 triệu/tháng ở Hải Âu 3, Gia Lâm, Hà Nội",https://batdongsan.com.vn/cho-thue-shophouse-nha-pho-thuong-mai-duong-hai-au-3-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/cho-70m2-cuc-chat-10-5-trieu-o-3-ha-noi-pr42819911,"['https://file4.batdongsan.com.vn/crop/232x186/2021/06/24/20210624164720-2235.jpg', 'https://file4.batdongsan.com.vn/crop/115x64/2021/06/24/20210624164308-0982.jpg', 'https://file4.batdongsan.com.vn/crop/115x64/2025/04/24/20250424180326-1334_wm.jpg']","10,5 triệu/tháng",70 m²,2,"Gia Lâm, Hà Nội","Mở ra cơ hội cho các bạn trẻ với căn shophouse siêu xịn tại Vinhomes Ocean Park Gia Lâm. Căn này có diện tích 70m², 2PN, 2WC, 2 tầng, không nội thất, phù hợp cho việc kinh doanh hoặc làm văn phòng.- Giá thuê chỉ 10,5 triệu VND/th, cực kỳ hợp lý cho vị trí đắc địa. - Mặt tiền rộng 5.5m, tha hồ trưng bày hàng hóa. - Ngõ trước rộng 10m, dễ dàng cho xe cộ di chuyển.Khu vực xung quanh: - Gần siêu thị Utimart và Winmart tại Vincom Ocean Park. - Trường ...",Đăng 4 ngày trước
42858873,"Cho thuê shophouse 24h mặt đường Tố Hữu, DT 60m, MT 5m 5 tầng, 1 hầm, thông sàn, thang máy, 35tr",https://batdongsan.com.vn/cho-thue-shophouse-nha-pho-thuong-mai-duong-to-huu-phuong-van-phuc-1-prj-khu-nha-pho-thuong-mai-24h-van-phuc/cho-mat-dt-60m-mt-5m-5-tang-1-ham-thong-san-thang-may-33tr-pr42858873,"['https://file4.batdongsan.com.vn/crop/232x186/2025/04/26/20250426113604-4f19_wm.jpg', 'https://file4.batdongsan.com.vn/crop/115x64/2025/04/26/20250426113603-1cd0_wm.jpg', 'https://file4.batdongsan.com.vn/crop/115x64/2025/04/26/20250426113604-38db_wm.jpg']",35 triệu/tháng,60 m²,4,"Hà Đông, Hà Nội","Cho thuê shophouse 24h mặt đường Tố Hữu, DT 60m², MT 5m, 5 tầng, 1 hầm, thông sàn, thang máy, 35tr. * Thiết kế: Nhà có diện tích 60m², 5 tầng, 1 hầm, mặt tiền 5m, thang máy và vệ sinh cuối nhà. + Tầng 1, 2, 3, 5 thông sàn. + Tầng 4: Chia 2 phòng. + Hầm: Thông sàn làm kho để hàng. * Nội thất: Điều hòa, nóng lạnh đầy đủ, nhà nội thất sang trọng hiện đại, còn rất mới, đẹp. * Vị trí: + Nhà nằm trên mặt đường Tố Hữu ở ngay trung tâm phố Vạn Phúc, khu ...",Đăng 5 ngày trước
42321594,Cho thuê shophouse sảnh ra vào masteri,https://batdongsan.com.vn/cho-thue-shophouse-nha-pho-thuong-mai-phuong-tay-mo-prj-vinhomes-smart-city/cho-sanh-ra-vao-masteri-pr42321594,"['https://file4.batdongsan.com.vn/crop/232x186/2025/03/03/20250303172613-15b1_wm.jpg', 'https://file4.batdongsan.com.vn/crop/115x64/2025/03/03/20250303172619-9e23_wm.jpg', 'https://file4.batdongsan.com.vn/crop/115x64/2025/03/03/20250303172625-6b84_wm.jpg']",Giá thỏa thuận,81 m²,1,"Nam Từ Liêm, Hà Nội","Shop house mặt sảnh, ngay cửa ra vào thuận tiện đỗ xe , mua sắm đi lại Xung quanh nhiều toà chung cư Cư dân ở đông và chất lượng Phù hợp loại hình siêu thị, nhà thuốc, cafe , spa ...",Đăng 1 tuần trước
40730125,"Cho thuê SH Him Lam Vạn Phúc - Hà Đông 95m2 7 tầng mặt tiền 6.5m. Thông sàn, thang máy, giá 60tr",https://batdongsan.com.vn/cho-thue-shophouse-nha-pho-thuong-mai-duong-to-huu-phuong-van-phuc-1-prj-him-lam-van-phuc/cho-sh-ha-dong-95m2-7-tang-mat-tien-6-5m-thong-san-thang-may-gia-60tr-pr40730125,['https://file4.batdongsan.com.vn/crop/232x186/2023/05/05/20230505084153-0755_wm.jpg'],60 triệu/tháng,95 m²,,"Hà Đông, Hà Nội",,Đăng hôm nay
42194225,"cho thuê SH Vinhomes Gardenia - Hàm Nghi - NTL 93m2 5 tầng MT 6m. Thông sàn, thang máy. Giá 55tr",https://batdongsan.com.vn/cho-thue-shophouse-nha-pho-thuong-mai-duong-ham-nghi-phuong-cau-dien-prj-vinhomes-gardenia/cho-sh-lk-ntl-93m2-5-tang-mt-6m-thong-san-thang-may-gia-55tr-pr42194225,['https://file4.batdongsan.com.vn/crop/232x186/2025/02/18/20250218083313-c496_wm.jpg'],55 triệu/tháng,93 m²,,"Nam Từ Liêm, Hà Nội",,Đăng hôm nay
